Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription
17-03-2017,10.017,TCP  ,EXT_SERVER,22,10006_27,24720,20,3305,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.448,TCP  ,EXT_SERVER,22,10012_211,34198,20,4097,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.448,TCP  ,10012_211,34198,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,13.236,TCP  ,EXT_SERVER,22,10001_123,4660,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.236,TCP  ,10001_123,4660,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,11.14,TCP  ,EXT_SERVER,22,10012_211,44175,20,3237,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.14,TCP  ,10012_211,44175,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.116,TCP  ,10034_187,28176,EXT_SERVER,22,2,92,1,...RS.,0,suspicious,---,---,---
17-03-2017,0.116,TCP  ,EXT_SERVER,22,10034_187,28176,1,44,1,.A..S.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,10035_9,19772,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,EXT_SERVER,23,10035_9,19772,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,11.233,TCP  ,EXT_SERVER,22,10012_211,53196,20,3305,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.233,TCP  ,10012_211,53196,EXT_SERVER,22,19,2383,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.3,TCP  ,EXT_SERVER,22,10036_27,3171,1,44,1,.A..S.,0,suspicious,---,---,---
17-03-2017,0.3,TCP  ,10036_27,3171,EXT_SERVER,22,2,92,1,...RS.,0,suspicious,---,---,---
17-03-2017,9.773,TCP  ,EXT_SERVER,22,10012_211,60864,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.773,TCP  ,10012_211,60864,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,13.775,TCP  ,EXT_SERVER,22,10001_123,2590,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.775,TCP  ,10001_123,2590,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,9.873,TCP  ,EXT_SERVER,22,10012_211,37119,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.873,TCP  ,10012_211,37119,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.835,TCP  ,10006_27,58993,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.835,TCP  ,EXT_SERVER,22,10006_27,58993,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.299,TCP  ,EXT_SERVER,22,10012_211,40875,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.299,TCP  ,10012_211,40875,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,16.565,TCP  ,EXT_SERVER,22,10001_123,2491,22,3357,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,16.565,TCP  ,10001_123,2491,EXT_SERVER,22,15,2935,1,.APRS.,0,suspicious,---,---,---
17-03-2017,9.676,TCP  ,EXT_SERVER,22,10012_211,47686,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.676,TCP  ,10012_211,47686,EXT_SERVER,22,20,2423,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,34.984,TCP  ,10004_35,18927,EXT_SERVER,22,4,257,1,.APRSF,0,suspicious,---,---,---
17-03-2017,34.984,TCP  ,EXT_SERVER,22,10004_35,18927,9,1541,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.265,TCP  ,EXT_SERVER,22,10012_211,50484,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.265,TCP  ,10012_211,50484,EXT_SERVER,22,18,2319,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50144,7,556,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.049,TCP  ,OPENSTACK_NET,50144,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50145,7,702,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.058,TCP  ,OPENSTACK_NET,50145,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
17-03-2017,1.568,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50146,7,639,1,.AP.SF,0,normal,---,---,---
17-03-2017,1.568,TCP  ,OPENSTACK_NET,50146,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
17-03-2017,17.597,TCP  ,EXT_SERVER,22,10001_123,2380,19,3093,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,17.597,TCP  ,10001_123,2380,EXT_SERVER,22,15,2935,1,.APRS.,0,suspicious,---,---,---
17-03-2017,10.2,TCP  ,EXT_SERVER,22,10012_211,57897,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.2,TCP  ,10012_211,57897,EXT_SERVER,22,19,2371,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.975,TCP  ,EXT_SERVER,22,10012_211,37095,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.975,TCP  ,10012_211,37095,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.526,TCP  ,10006_27,53123,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.526,TCP  ,EXT_SERVER,22,10006_27,53123,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0,TCP  ,10037_181,23930,EXT_SERVER,7547,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,EXT_SERVER,7547,10037_181,23930,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,8.786,TCP  ,EXT_SERVER,22,10012_211,43858,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.786,TCP  ,10012_211,43858,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,19.372,TCP  ,10004_35,35507,EXT_SERVER,22,9,524,1,.APRSF,0,suspicious,---,---,---
17-03-2017,19.372,TCP  ,EXT_SERVER,22,10004_35,35507,11,3708,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.388,TCP  ,EXT_SERVER,22,10012_211,49530,19,3197,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.388,TCP  ,10012_211,49530,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.292,TCP  ,EXT_SERVER,22,10012_211,60795,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.292,TCP  ,10012_211,60795,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,15.739,TCP  ,EXT_SERVER,22,10001_123,3766,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,15.739,TCP  ,10001_123,3766,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious,---,---,---
17-03-2017,10.169,TCP  ,EXT_SERVER,22,10012_211,39534,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.169,TCP  ,10012_211,39534,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.669,TCP  ,EXT_SERVER,22,10012_211,52674,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.669,TCP  ,10012_211,52674,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63215,7,702,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.071,TCP  ,OPENSTACK_NET,63215,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.05,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63216,7,556,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.05,TCP  ,OPENSTACK_NET,63216,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.056,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63217,7,639,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.056,TCP  ,OPENSTACK_NET,63217,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
17-03-2017,15.256,TCP  ,EXT_SERVER,22,10001_123,2496,20,3065,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,15.256,TCP  ,10001_123,2496,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
17-03-2017,9.485,TCP  ,EXT_SERVER,22,10012_211,38663,20,3237,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.485,TCP  ,10012_211,38663,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.223,TCP  ,EXT_SERVER,22,10012_211,51497,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.223,TCP  ,10012_211,51497,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.903,TCP  ,10004_35,48489,EXT_SERVER,22,8,1081,1,.APRSF,0,suspicious,---,---,---
17-03-2017,9.903,TCP  ,EXT_SERVER,22,10004_35,48489,8,2482,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,10.964,TCP  ,10008_98,54500,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious,---,---,---
17-03-2017,10.964,TCP  ,EXT_SERVER,22,10008_98,54500,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50179,7,561,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.064,TCP  ,OPENSTACK_NET,50179,EXT_SERVER,8000,5,543,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.063,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50180,7,1726,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.063,TCP  ,OPENSTACK_NET,50180,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
17-03-2017,12.549,TCP  ,10034_187,59937,EXT_SERVER,22,17,1988,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,12.549,TCP  ,EXT_SERVER,22,10034_187,59937,23,3545,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.999,TCP  ,10038_52,50869,EXT_SERVER,22,5,238,1,.A.RS.,0,suspicious,---,---,---
17-03-2017,0.999,TCP  ,EXT_SERVER,22,10038_52,50869,3,210,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,15.701,TCP  ,EXT_SERVER,22,10001_123,2575,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,15.701,TCP  ,10001_123,2575,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,9.024,TCP  ,10006_27,46166,EXT_SERVER,22,17,2283,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.024,TCP  ,EXT_SERVER,22,10006_27,46166,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,15.289,TCP  ,EXT_SERVER,22,10036_27,43970,23,3545,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,15.289,TCP  ,10036_27,43970,EXT_SERVER,22,17,1988,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0,TCP  ,EXT_SERVER,23,10039_17,10430,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,0,TCP  ,10039_17,10430,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,10.018,TCP  ,10008_98,56710,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious,---,---,---
17-03-2017,10.018,TCP  ,EXT_SERVER,22,10008_98,56710,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,14.931,TCP  ,EXT_SERVER,22,10001_123,3193,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,14.931,TCP  ,10001_123,3193,EXT_SERVER,22,18,3073,1,.APRS.,0,suspicious,---,---,---
17-03-2017,9.397,TCP  ,10008_98,39738,EXT_SERVER,22,15,2157,1,.APRSF,0,suspicious,---,---,---
17-03-2017,9.397,TCP  ,EXT_SERVER,22,10008_98,39738,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.001,TCP  ,EXT_SERVER,23,10040_198,64161,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,0.001,TCP  ,10040_198,64161,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50197,7,556,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.049,TCP  ,OPENSTACK_NET,50197,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.06,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50198,7,702,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.06,TCP  ,OPENSTACK_NET,50198,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.071,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63250,7,561,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.071,TCP  ,OPENSTACK_NET,63250,EXT_SERVER,8000,6,589,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.067,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63253,7,1726,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.067,TCP  ,OPENSTACK_NET,63253,EXT_SERVER,8000,6,579,1,.AP.SF,0,normal,---,---,---
17-03-2017,9.746,TCP  ,10006_27,23777,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.746,TCP  ,EXT_SERVER,22,10006_27,23777,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,14.006,TCP  ,EXT_SERVER,22,10001_123,4210,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,14.006,TCP  ,10001_123,4210,EXT_SERVER,22,13,2779,1,.APRS.,0,suspicious,---,---,---
17-03-2017,120.466,TCP  ,10004_35,17029,EXT_SERVER,22,4,231,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,120.466,TCP  ,EXT_SERVER,22,10004_35,17029,11,6590,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.073,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63268,7,702,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.073,TCP  ,OPENSTACK_NET,63268,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,63269,7,556,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.049,TCP  ,OPENSTACK_NET,63269,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
17-03-2017,13.968,TCP  ,EXT_SERVER,22,10001_123,1678,19,3093,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.968,TCP  ,10001_123,1678,EXT_SERVER,22,15,2935,1,.APRS.,0,suspicious,---,---,---
17-03-2017,8.861,TCP  ,10006_27,24913,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,8.861,TCP  ,EXT_SERVER,22,10006_27,24913,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.181,TCP  ,10008_98,56118,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious,---,---,---
17-03-2017,10.181,TCP  ,EXT_SERVER,22,10008_98,56118,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,120.913,TCP  ,10004_35,50432,EXT_SERVER,22,5,277,1,.APRSF,0,suspicious,---,---,---
17-03-2017,120.913,TCP  ,EXT_SERVER,22,10004_35,50432,11,6590,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0,UDP  ,10041_1,36621,EXT_SERVER,17,1,46,1,......,0,suspicious,---,---,---
17-03-2017,0,ICMP ,EXT_SERVER,0,10041_1,3.3,1,56,1,......,0,suspicious,---,---,---
17-03-2017,9.573,TCP  ,10008_98,49929,EXT_SERVER,22,17,2261,1,.APRSF,0,suspicious,---,---,---
17-03-2017,9.573,TCP  ,EXT_SERVER,22,10008_98,49929,20,3249,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,6.395,TCP  ,10004_35,35213,EXT_SERVER,22,7,1029,1,.APRSF,0,suspicious,---,---,---
17-03-2017,6.395,TCP  ,EXT_SERVER,22,10004_35,35213,9,4421,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.023,TCP  ,10008_98,39936,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.023,TCP  ,EXT_SERVER,22,10008_98,39936,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,14.301,TCP  ,EXT_SERVER,22,10001_123,4598,20,3065,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,14.301,TCP  ,10001_123,4598,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,10042_81,38706,EXT_SERVER,23,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,EXT_SERVER,23,10042_81,38706,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,11.092,TCP  ,10008_98,44030,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.092,TCP  ,EXT_SERVER,22,10008_98,44030,19,3197,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.592,TCP  ,10006_27,36389,EXT_SERVER,22,17,2279,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.592,TCP  ,EXT_SERVER,22,10006_27,36389,20,3305,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.052,TCP  ,10038_52,53307,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.052,TCP  ,EXT_SERVER,22,10038_52,53307,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,135.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50199,2,92,1,.A..SF,0,normal,---,---,---
17-03-2017,135.064,TCP  ,OPENSTACK_NET,50199,EXT_SERVER,8000,4,190,1,.A..SF,0,normal,---,---,---
17-03-2017,10.916,TCP  ,10008_98,59306,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.916,TCP  ,EXT_SERVER,22,10008_98,59306,19,3197,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.657,TCP  ,10038_52,59216,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.657,TCP  ,EXT_SERVER,22,10038_52,59216,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,12.451,TCP  ,EXT_SERVER,22,10001_123,1347,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,12.451,TCP  ,10001_123,1347,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,3.069,TCP  ,10038_52,52905,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,3.069,TCP  ,EXT_SERVER,22,10038_52,52905,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.558,TCP  ,10008_98,47244,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.558,TCP  ,EXT_SERVER,22,10008_98,47244,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,13.418,TCP  ,EXT_SERVER,22,10001_123,2560,20,3065,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.418,TCP  ,10001_123,2560,EXT_SERVER,22,16,2917,1,.APRS.,0,suspicious,---,---,---
17-03-2017,2.907,TCP  ,10038_52,54806,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.907,TCP  ,EXT_SERVER,22,10038_52,54806,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0,TCP  ,10043_251,60112,EXT_SERVER,7547,1,46,1,....S.,0,suspicious,---,---,---
17-03-2017,0,TCP  ,EXT_SERVER,7547,10043_251,60112,1,40,1,.A.R..,0,suspicious,---,---,---
17-03-2017,122.916,TCP  ,10004_35,43830,EXT_SERVER,22,7,389,1,.APRSF,0,suspicious,---,---,---
17-03-2017,122.916,TCP  ,EXT_SERVER,22,10004_35,43830,14,6774,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,13.385,TCP  ,EXT_SERVER,22,10001_123,4520,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.385,TCP  ,10001_123,4520,EXT_SERVER,22,14,2825,1,.APRS.,0,suspicious,---,---,---
17-03-2017,11.356,TCP  ,10008_98,45008,EXT_SERVER,22,19,2387,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.356,TCP  ,EXT_SERVER,22,10008_98,45008,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,121.951,TCP  ,10004_35,59264,EXT_SERVER,22,5,268,1,.A..SF,0,suspicious,---,---,---
17-03-2017,121.951,TCP  ,EXT_SERVER,22,10004_35,59264,5,341,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50246,7,556,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.048,TCP  ,OPENSTACK_NET,50246,EXT_SERVER,8000,6,515,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.062,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50247,7,702,1,.AP.SF,0,normal,---,---,---
17-03-2017,0.062,TCP  ,OPENSTACK_NET,50247,EXT_SERVER,8000,6,586,1,.AP.SF,0,normal,---,---,---
17-03-2017,1.214,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,50248,7,639,1,.AP.SF,0,normal,---,---,---
17-03-2017,1.214,TCP  ,OPENSTACK_NET,50248,EXT_SERVER,8000,6,614,1,.AP.SF,0,normal,---,---,---
17-03-2017,10.768,TCP  ,10008_98,60051,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.768,TCP  ,EXT_SERVER,22,10008_98,60051,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.394,TCP  ,10038_52,62063,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.394,TCP  ,EXT_SERVER,22,10038_52,62063,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.931,TCP  ,10006_27,12567,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,9.931,TCP  ,EXT_SERVER,22,10006_27,12567,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.333,TCP  ,10038_52,49170,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.333,TCP  ,EXT_SERVER,22,10038_52,49170,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,6.914,TCP  ,10004_35,11304,EXT_SERVER,22,8,480,1,.APRSF,0,suspicious,---,---,---
17-03-2017,6.914,TCP  ,EXT_SERVER,22,10004_35,11304,9,2489,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,1.61,TCP  ,10038_52,52500,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,1.61,TCP  ,EXT_SERVER,22,10038_52,52500,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.549,TCP  ,10038_52,56209,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.549,TCP  ,EXT_SERVER,22,10038_52,56209,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.306,TCP  ,10038_52,57117,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.306,TCP  ,EXT_SERVER,22,10038_52,57117,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.183,TCP  ,10008_98,43233,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.183,TCP  ,EXT_SERVER,22,10008_98,43233,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,1.911,TCP  ,10038_52,58285,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,1.911,TCP  ,EXT_SERVER,22,10038_52,58285,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,0,UDP  ,10044_53,5089,EXT_SERVER,5060,1,437,1,......,0,suspicious,---,---,---
17-03-2017,0,ICMP ,EXT_SERVER,0,10044_53,3.3,1,465,1,......,0,suspicious,---,---,---
17-03-2017,13.824,TCP  ,EXT_SERVER,22,10001_123,4538,18,2985,1,.AP.S.,0,suspicious,---,---,---
17-03-2017,13.824,TCP  ,10001_123,4538,EXT_SERVER,22,15,2871,1,.APRS.,0,suspicious,---,---,---
17-03-2017,2.19,TCP  ,10038_52,59325,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.19,TCP  ,EXT_SERVER,22,10038_52,59325,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.129,TCP  ,10038_52,61370,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.129,TCP  ,EXT_SERVER,22,10038_52,61370,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.744,TCP  ,10038_52,63029,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.744,TCP  ,EXT_SERVER,22,10038_52,63029,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,3.14,TCP  ,10038_52,65209,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,3.14,TCP  ,EXT_SERVER,22,10038_52,65209,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.299,TCP  ,10008_98,54337,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,11.299,TCP  ,EXT_SERVER,22,10008_98,54337,19,3197,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.357,TCP  ,10038_52,51302,EXT_SERVER,22,11,1275,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.357,TCP  ,EXT_SERVER,22,10038_52,51302,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.288,TCP  ,10038_52,53054,EXT_SERVER,22,11,1259,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,2.288,TCP  ,EXT_SERVER,22,10038_52,53054,14,1913,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.598,TCP  ,10008_98,44778,EXT_SERVER,22,17,2267,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.598,TCP  ,EXT_SERVER,22,10008_98,44778,19,3185,1,.AP.SF,0,suspicious,---,---,---
17-03-2017,10.061,TCP  ,10008_98,55951,EXT_SERVER,22,15,2163,1,.AP.SF,0,suspicious,---,---,---
